FAQID,ClubFAQRef,ClubVersion,Question,Answer,Location,Key,Version
1890,360,0,چگونه ميتوان رسيد انبار از نوع  توليد  صادر كرد؟,ابتدا، در فرم رسيد انبار تيك گزينه  توليد  را فعال كرده، سپس انبار مورد نظر را مشخص كرده و در قسمت تحويل دهنده مركز هزينه (خط توليد) مورد نظر را انتخاب كنيد.   در انتها با گزينه  مثبت  پايين صفحه سطر جديد ايجاد كرده و كالا ها را با في بهاي تمام شده وارد كرده و فرم را ذخيره نمائيد.   **نكته: در صورتي كه امكان محاسبه مبلغ بهاي تمام شده كالا هاي توليد شده وجود نداشته باشد، مي توان تنها تعداد اقلام را وارد كرده و فرم را ذخيره نمود.,رسيد انبار,Inventory/InventoryReceipt,0
1891,362,0,موجودي انبار در سيستم  حسابداري  و سيستم  تامين كنندگان و انبار  يكسان نيست، علت چيست؟,وجود مغايرت بين سيستم هاي انبار و حسابداري ميتواند ناشي از موارد زير باشد:   1- بدون صدور رسيد انبار، برگشت رسيد انبار، خروج انبار، برگشت خروج انبار در سيستم حسابداري سند حسابداري دستي صادر شده باشد.   2- براي تعدادي از رسيد هاي انبار، برگشت رسيد انبارها،خروج انبارها و يا برگشت خروج انبارها سند حسابداري صادر نشده باشد.   3- سند افتتاحيه صادر نشده باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1892,363,0,نحوه ثبت تخفيف در رسيد انبار به چه صورت مي باشد؟,امكان ثبت تخفيف در رسيد انبار وجود ندارد، جهت ثبت تخفيف ميتوان به دو روش عمل كرد:   1- در صورتي كه لازم باشد مبلغ تخفيف از بهاي تمام شده كالا ها در رسيد انبار كسر گردد، مي بايست ابتدا اطلاعات خريد كالا ها را به همراه تخفيف در فاكتور خريد ثبت كرد، سپس رسيد انبار كالاها بر مبناي فاكتور خريد صادر شود تا مبلغ تخفيف در بهاي تمام شده كالا ها نيز اعمال گردد.   2- در صورتي كه مبلغ تخفيف بعد از رسيد انبار حاصل شده و به بهاي تمام شده كالا ها تاثيري نداشته باشد، مي توان هنگام پرداخت مبلغ بستانكاري به تامين كننده به عنوان تخفيف در فرم اعلاميه پرداخت در نظر گرفته شود، همچنين مي توان مبلغ تخفيف را از اعلاميه بدهكار/بستانكار ثبت كرده و از حساب تامين كننده كسر نمود.,رسيد انبار,Inventory/InventoryReceipt,0
1893,364,0,آيا ميتوان اقلام از نوع خدمت را در رسيد انبار ثبت كرد؟,خير؛ امكان ثبت قلم از نوع خدمت در رسيد انبار وجود ندارد.   1- در صورتي كه خريد خدمت در رابطه با كالاي خريداري شده باشد و لازم باشد كه مبلغ آن به بهاي تمام شده كالا اضافه گردد مي بايست مبلغ آنرا به يكي از دو روش ذيل به بهاي تمام شده كالا اضافه كرد:   الف - در صورت امكان زماني كه تعداد اقلام كالا در رسيد انبار يك قلم باشد مبلغ خدمات به صورت دستي به مبلغ كل كالا اضافه گردد.   ب - در صورتي كه تعداد اقلام كالا ها در رسيد زياد باشد، مي بايست مبلغ خدمات را از قسمت اطلاعات حمل به يكي از سه روش (مقداري، مبلغي، به نسبت مساوي) بر روي اقلام كالا ها سر شكن كرد، با اين عمل معين  واسط كرايه حمل موجودي ها  بستانكار ميگردد، كه ميتوان هنگام ثبت اعلاميه پرداخت آنرا بدهكار كرده و در نهايت آنرا صفر كرد.   2- در صورتي كه خدمات خريداري شده به عنوان هزينه براي شركت باشد، مي بايست به عنوان خريد خدمت از فرم  فاكتور خريد خدمات  ثبت گردد.,رسيد انبار,Inventory/InventoryReceipt,0
1894,314,0,چگونه ميتوان عمليات از قبل ثبت شده را تكثير (كپي) كرد؟,در منوي عمودي، از سيستم مورد نظر و از قسمت  فهرست  آيتم مربوط به عمليات ثبت شده را انتخاب كنيد.   در صفحه باز شده، بر روي هر يك از عملياتي كه قصد تكثير(كپي) كردن آنرا داريد، كليك راست كرده و گزينه  تكثير  را انتخاب كرده و سپس فرم را ذخيره نمائيد.,رسيد انبار,Inventory/InventoryReceipt,0
1895,331,0,هنگام صدور سند حسابداري براي (خروج انبار، برگشت خروج انبار، برگشت رسيد انبار بدون مبنا و رسيد هاي انبار از نوع انتقال بين انبار) پيغام    سند حسابداري براي عمليات شماره A صادر نشد. سند انبار بايد قبل از صدور سند حسابداري قيمت گذاري شود. لطفا بعد از انجام عمليات قيمت گذاري، اقدام به صدور سند حسابداري نماييد.    نمايش داده مي شود، علت چيست؟,جهت صدور سند حسابداري براي عمليات (خروج انبار، برگشت خروج انبار، برگشت رسيد انبار بدون مبنا و رسيد هاي انبار از نوع انتقال بين انبار) حتما بايد عمليات مذكور داراي قيمت باشند، جهت قيمت دار كردن آن ها نيز بايد تا تاريخ آخرين خروج انبار ثبت شده قيمت گذاري اسناد انبار صورت گرفته باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1896,347,0,هنگام صدور رسيد انبار بر مبناي فاكتور خريد، در سلكتور مربوط به  فاكتورخريد  شماره فاكتور خريد مشاهده نميشود، علت چيست؟,عدم نمايش فاكتور خريد در فرم رسيد انبار به دلايل ذيل مي باشد:   1- كالا هاي انتخاب شده در فاكتور خريد به انبار انتخاب شده در رسيد انبار ارتباط نداشته باشد.   2- تاريخ رسيد انبار از تاريخ فاكتور خريد كوچكتر مي باشد.   3- طرف مقابل  تحويل دهنده  در فاكتور خريد و رسيد انبار يكسان نيست.   4- بر مبناي اقلام فاكتور خريد قبلا رسيد انبار صادر شده باشد.   **نكته:در صورتي كه نوع رسيد انبار از نوع  خريد(وارداتي)  انتخاب شده باشد، آيتم فاكتور خريد غير فعال خواهد بود.,رسيد انبار,Inventory/InventoryReceipt,0
1897,348,0,كاربرد گزينه  اطلاعات حمل  در فرم رسيد انبار چيست؟,در صورتي كه خريد انجام شده شامل هزينه باشد و هزينه هاي جانبي توسط شخص ثالثي طي بارنامه ها يا اسنادي جدا از فاكتور خريد كالا مانند مؤسسات حمل و نقل كالا صورت گرفته باشد مي بايست مبلغ حمل را در اين قسمت وارد كنيد. در اين حالت هزينه هاي جانبي به حساب بستانكاري تامين كننده كالا درج نخواهند شد و مي بايست هزينه حمل را به صورت جداگانه در سيستم ثبت نمود   براي مثال مبلغ كل خريد كالاها 6/000/000 ريال و هزينه حمل 100/000 ريال جمع 6/100/000 ريال   در اين حالت هزينه حمل به ترتيب ذيل در سيستم ثبت مي گردد:   الف - بعد از انتخاب اقلام كالا، از بالاي صفحه گزينه  اطلاعات حمل  انتخاب شود.   ب - در صفحه باز شده بعد از وارد كردن اطلاعات مورد نظر مي توان مبلغ حمل به يكي از روش هاي (مقداري، مبلغي، به نسبت مساوي) بر روي كالا ها تسهيم گردد.   در اين روش سند حسابداري به صورت ذيل صادر خواهد شد:  موجودي كالا 6/100/000  (بدهكار)                                               حسابهاي پرداختني  1/000/000                                               واسط كرايه حمل موجوديها 600/000 (بستانكار)   **نكته: بايد توجه داشت كه حساب هزينه در اين سند بستانكار نمي شود و حساب كرايه حملي كه در سيستم در نظر گرفته شده است (يك حساب واسط است) بستانكار شده و حساب فوق در زمان ثبت پرداخت هزينه حمل (اعلاميه پرداخت) بدهكار شده و در مجموع حساب صفر خواهد شد.,رسيد انبار,Inventory/InventoryReceipt,0
1898,349,0,چگونه ميتوان رسيد انبار را  ويرايش  نمود؟,در صورتي ميتوان  ويرايش رسيد انبار  را انجام داد كه شرايط زير رعايت شده باشد:   1- سند حسابداري رسيد انبار حذف شده باشد.   2- اعلاميه پرداخت رسيد انبار حذف شده باشد.   3- در صورتي كه بر مبناي رسيد انبار مورد نظر، سند برگشت رسيد انبار صادر شده باشد، مي بايست حذف گردد.   4- در صورتي كه در بازه تاريخ رسيد انبار، عمليات قيمت گذاري اسناد انبار انجام شده باشد، مي بايست قيمت گذاري مورد نظر برگشت از محاسبه گيرد.   5- در صورتي كه در بازه تاريخ رسيد انبار، عمليات انبارگرداني تا مرحله  تائيد شمارش  انجام شده باشد، مي بايست برگشت از تائيد شمارش انجام گيرد.   6- در صورتي كه در بازه تاريخ رسيد انبار، براي تامين كننده صورتحساب صادر شده باشد، مي بايست حذف گردد.   7- در صورتي كه در بازه تاريخ رسيد انبار، فايل خريد و فروش فصلي و ماليات بر ارزش افزوده تهيه شده باشد مي بايست آنها را حذف كرد.,رسيد انبار,Inventory/InventoryReceipt,0
1899,676,0,چگونه مي توان مراحل توليد/مونتاژ محصول ABC با مصرف مواد اوليه A و B و C را در سپيدار بدون سيستم  سفارش كار  ثبت كرد؟,جهت ثبت توليد/مونتاژ محصول مي بايست مراحل ذيل را رعايت كرد:   1- ثبت رسيد انبار از نوع خريد (داخلي/وارداتي): با اين عمل اقلام خريداري شده A و B و C به انبار مواد اوليه اضافه ميگردد.   **نمونه سند در اين مرحله:   موجودي انبار مواد اوليه   xxx (بدهكار)       حسابهاي پرداختني          xxx (بستانكار)   2- ثبت خروج انبار از نوع مصرف: با اين عمل اقلام A و B و C مواد اوليه را به مركز هزينه (خط توليد) ارسال ميگردد.   **نمونه سند در اين مرحله:   كار در جريان ساخت          xxx (بدهكار)       موجودي انبار مواد اوليه       xxx (بستانكار)   3- ثبت رسيد انبار از نوع توليد: با اين عمل محصول توليد شده ABC از مركز هزينه(خط توليد) به انبار محصول اضافه ميگردد.   **نمونه سند در اين مرحله:   موجودي انبار محصولات   xxx (بدهكار)       كار در جريان ساخت           xxx (بستانكار)   ***توجه: در اين ثبت معين  كار در جريان ساخت  علاوه بر مبلغ مواد اوليه، مبلغ دستمزد و سربار را نيز شامل ميگردد كه اين امر باعث مانده دار شدن اين حساب با ماهيت بستانكار خواهد شد كه مي بايست با هزينه هاي سربار و دستمزد توليد تعديل گردد.   4- ثبت خروج انبار از نوع فروش: با اين عمل كه به همراه فاكتور فروش صادر مي شود، محصول ABC از انبار محصول خارج شده و به بهاي تمام شده كالاي فروش رفته سند خورده مي شود.   **نمونه سند در اين مرحله:   بهاي تمام شده كالاي فروش رفته   xxx (بدهكار)       موجودي انبار محصولات                    xxx (بستانكار)  توجه: * معين هاي مذكور مطابق با كدينگ پيش فرض سيستم است.*,رسيد انبار,Inventory/InventoryReceipt,0
1900,664,0,آيا مي توان سند حسابداري چندين رسيد انبار را به صورت تجميعي صادر كرد؟ چگونه؟,بله؛   جهت صدور سند حسابداري تجميعي به ترتيب ذيل عمل نمائيد:   1- در منوي عمودي وارد سيستم  تامين كنندگان و انبار  شده و از قسمت فهرست گزينه  رسيد انبار  را انتخاب نمائيد.   2- در صفحه باز شده با كليد هاي تركيبي Ctrl+M را انتخاب كرده يا از پايين صفحه گزينه  انتخاب چند گانه  را فعال كرده و رسيدهاي انبار را انتخاب نمائيد.   3- از بالاي صفحه، گزينه مربوط به  صدور سند حسابداري  را انتخاب نمائيد و پيغام  آيا مايل به صدور سند حسابداري به صورت جمعي هستيد  را با انتخاب گزينه  بله  تائيد نمائيد.  ***توجه: با اين عمليات به ازاي هر روز، يك سند حسابداري صادر خواهد شد.,رسيد انبار,Inventory/InventoryReceipt,0
1901,617,0,چگونه ميتوان معين هاي پيش فرض رسيد انبار را تنظيم كرد؟,در منوي عمودي  تنظيمات  و از قسمت  عمليات ، گزينه تنظيمات را انتخاب كنيد، در صفحه باز شده سربرگ  تامين كنندگان و انبار  را انتخاب كرده سپس از قسمت معين هاي حسابداري انبار به ترتيب ذيل عمل نمائيد:   الف - جهت تعيين معين مربوط به رسيد انبار از نوع خريد (داخلي/وارداتي) گزينه هاي  حسابهاي پرداختني  و  واسط حمل  را ميتوان مشخص كرد.   ب - جهت تعيين معين مربوط به رسيد انبار از نوع خريد (توليد) گزينه  كار در جريان ساخت  را ميتوان مشخص كرد.   ج - جهت تعيين معين مربوط به رسيد انبار از نوع خريد (ساير) گزينه  ساير حسابها دريافتني  را ميتوان مشخص كرد.   د - جهت تعيين معين مربوط به رسيد انبار از نوع خريد (ساير - انبارگرداني) گزينه  اضافي انبار  را ميتوان مشخص كرد.   سپس پايين فرم كليد ذخيره را انتخاب كنيد.,رسيد انبار,Inventory/InventoryReceipt,0
1902,683,0,هنگام ثبت، ويرايش و حذف (رسيد انبار، برگشت رسيد انبار، خروج انبار و برگشت خروج انبار) پيغام  در تاريخ موردنظر انبارگرداني انجام شده است  نمايش داده ميشود، راه حل چيست؟,دليل:   براي انبار مورد نظر، عمليات انبارگرداني صورت گرفته است و اسناد  كسري  و  اضافي  انبار نيز صادر گرديده است.  راه حل:   1- در منوي عمودي وارد سيستم  تامين كنندگان و انبار  شده و از قسمت فهرست گزينه  انبارگرداني هاي انجام شده  را انتخاب نمائيد و در صفحه باز شده، انبارگرداني مورد نظر را انتخاب نمائيد.   2- در صفحه باز شده از بالاي صفحه، دو گزينه  حذف سند كسري  و  حذف سند اضافي  را انتخاب نمائيد.   3- سپس گزينه  تائيد شمارش  (به شكل ضربدر) را انتخاب كرده تا تبديل به عكس  تيك  گردد.   4- در انتها فرم را ذخيره كرده و اقدام به عمليات ثبت، ويرايش و حذف (رسيد انبار، برگشت رسيد انبار، خروج انبار و برگشت خروج انبار) نمائيد.,رسيد انبار,Inventory/InventoryReceipt,0
1903,961,0,معين هاي مربوط به  بدهكار  و  بستانكار  رسيد انبار، چگونه تعيين ميشود؟,در فرم رسيد انبار:   معين بدهكار سند حسابداري در رسيد انبار، هنگام تعريف انبار در سيستم تامين كنندگان و انبار تعيين ميگردد.   معين بستانكار سند حسابداري در رسيد انبار، درمنوي عمودي از قسمت  تنظيمات  و سربرگ  تامين كنندگان و انبار  تنظيم ميگردد.,رسيد انبار,Inventory/InventoryReceipt,0
1904,965,0,آيا امكان راس گيري رسيد هاي انبار وجود دارد؟ چگونه؟,بله؛   در منوي عمودي، از  تامين كنندگان و انبار  و از قسمت فهرست گزينه  رسيد انبار  را انتخاب كنيد، در صفحه باز شده رسيد انبار هاي مورد نظر را از طريق انتخاب چندگانه انتخاب كرده و از بالاي فرم آيكن  راس گيري  را انتخاب نمائيد.   در فرم باز شده نيز بعد از مشخص كردن  تاريخ  و  تعداد روز  گزينه  محاسبه  را جهت محاسبه رأس انتخاب نمائيد.  **نكته: در صورتي كه امكان انتخاب چند گانه غير فعال باشد، مي توان با كليد هاي تركيبي (Ctrl + M) يا از گزينه  انتخاب چند گانه  از پايين صفحه آنرا فعال كرد.   ***توجه: جهت راس گيري از رسيد انبار، مي بايست تحويل دهنده ها (تامين كننده ها) يكسان باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1905,951,0,بعد از قيمت گذاري اسناد انبار، آيا براي عمليات (خروج انبار، برگشت خروج انبار، برگشت رسيد انبار بدون مبنا و رسيد هاي انبار از نوع انتقال بين انبار) سند حسابداري خودكار صادر ميگردد؟,خير؛   پس از عمليات قيمت گذاري اسناد انبار، مي بايست براي (خروج انبار، برگشت خروج انبار، برگشت رسيد انبار هاي بدون مبنا و رسيد هاي انبار از نوع انتقالي) كه در محدوده تاريخي قيمت گذاري اسناد انبار قرار گرفته اند، سند حسابداري صادر كرد.   بدين منظور جهت صدور سند حسابداري براي عمليات مذكور:   1- در منوي عمودي وارد سيستم  تامين كنندگان و انبار  شده و از قسمت فهرست گزينه (خروج انبار، برگشت خروج، برگشت رسيد انبار و رسيد انبار) را انتخاب نمائيد.   2- در صفحه باز شده بر روي ستون  شماره سند حسابداري  و  تاريخ سند حسابداري  گزينه  خالي  را فيلتر كنيد.   3- سپس با كليد هاي تركيبي Ctrl+M را انتخاب كرده يا از پايين صفحه گزينه  انتخاب چند گانه  را فعال كرده و عمليات بدون سند حسابداري را انتخاب نمائيد.   4- از بالاي صفحه، گزينه مربوط به  صدور سند حسابداري  را انتخاب نمائيد و در صورتي كه مايل به صدور سند تجميعي باشيد؛ پيغام  آيا مايل به صدور سند حسابداري به صورت جمعي هستيد  را با انتخاب گزينه  بله  تائيد نمائيد؛ در غير اينصورت  خير  را انتخاب نمائيد.  ***توجه: در صورتي كه ستون هاي مذكور وجود نداشت، از پايين صفحه گزينه انتخابگر ستون را انتخاب كرده و از قسمت  انتخابگر ستون  در ليست باز شده مواردي كه لازم مي باشد را دوبار كليك كرده تا به ليست اضافه گردد.,رسيد انبار,Inventory/InventoryReceipt,0
1906,817,0,هنگام ثبت رسيد انبار از نوع  خريد داخلي  يا  خريد وارداتي  عنوان تامين كننده از قبل تعريف شده در سلكتور  تحويل دهنده  قابل مشاهده نمي باشد، علت چيست؟,در صورتي مي توان عنوان طرف مقابل در قسمت  تحويل دهنده  نمايش داده مي شود كه شخص تحويل دهنده به عنوان طرف حساب با نقش  تامين كننده  تعريف شده باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1907,758,0,پيغام  سند حسابداري شماره xxx براي عمليات شماره Y قبلا صادر شده است  هنگام صدور سند حسابداري براي (رسيد انبار، برگشت رسيد انبار، خروج انبار، برگشت خروج انبار، فاكتور خريد خدمات) بيانگر چيست؟,در صورتي كه قبلا براي عمليات (رسيد انبار، برگشت رسيد انبار، خروج انبار، برگشت خروج انبار، فاكتور خريد خدمات) سند حسابداري صادر شده باشد، هنگام صدور مجدد سند حسابداري براي اين عمليات پيغامي با اين مضمون صادر مي گردد.,رسيد انبار,Inventory/InventoryReceipt,0
1908,1025,0,دليل اينكه هنگام انتخاب رسيد انبار از نوع وارداتي، گزينه  فاكتور خريد  غير فعال مي شود، چيست؟,فاكتور خريد در رسيد انبار وارداتي شامل هزينه هايي همچون (گمرك، بيمه، ثبت سفارش و ... مي باشد كه فاكتور خريد در سيستم سپيدار همكاران سيستم شامل اين موارد نبوده و تنها خريدهاي داخلي را پشتيباني مي كند. از اين رو زماني كه رسيد انبار (وارداتي)  انتخاب مي شود فاكتور خريد غيرفعال ميشود.,رسيد انبار,Inventory/InventoryReceipt,0
1909,1029,0,دليل عدم محاسبه اتوماتيك ماليات و عوارض در برخي از كالا ها در فرم رسيد انبار چيست؟,ماليات و عوارض در رسيد انبار به يكي از دلايل زير به صورت اتوماتيك محاسبه نميشود:   1- نرخ ماليات و عوارض براي كالا تعريف نشده است.   2- نوع رسيد انبار (خريد داخلي) انتخاب نشده است.   3- تيك معاف از ماليات و عوارض (خريد) براي كالا فعال مي باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1910,1057,0,تفاوت ثبت  فاكتور خريد  و  رسيد انبار  چيست؟,در هر شماره رديف، عمليات در هر دو فرم مقايسه شده اند.   پس از ثبت فاكتور خريد:   1- موجودي اقلام در انبار را افزايش نمي دهد.   2- تخفيفات لحاظ شده براي هر قلم كالا و كل فاكتور قابل مشاهده است.   3- شماره فاكتور تامين كننده قابل ثبت مي باشد.   4- مانده حساب تامين كننده، افزايش نمي يابد.   5- سند حسابداري صادر نمي گردد.   6- قابليت تهيه پرينت ندارد.   پس از ثبت رسيد انبار:   1- موجودي اقلام در انبار را افزايش مي دهد.   2- تخفيفات لحاظ شده براي هر قلم كالا و كل رسيد قابل مشاهده نبوده و تنها مبلغ خالص درج ميگردد.   3- در صورتي كه تنها رسيد انبار صادر گردد، شماره فاكتور تامين كننده قابل ثبت نمي باشد.   4- مانده حساب تامين كننده، افزايش مي يابد.   5- سند حسابداري صادر مي گردد.   6- قابليت تهيه پرينت دارد.,رسيد انبار,Inventory/InventoryReceipt,0
1911,1088,0,امكان تكثير سطر به واسطه كليد F8 در چه عملياتي امكان پذير مي باشد؟,حسابدراي:   سند حسابداري   دريافت و پرداخت:   رسيد دريافت، اعلاميه پرداخت   مشتريان و فروش:   پيش فاكتور، فاكتور فروش، فاكتور فروش برگشتي   تامين كنندگان و انبار:   رسيد انبار، برگشت رسيد انبار، خروج انبار، برگشت خروج انبار، فاكتور خريد خدمات، فاكتور خريد   سفارش كار:   فرمول ساخت   دارايي ثابت:   استقرار، فاكتور خريد دارايي، تحصيل دارايي، مخارج پس از تحصيل، انتقال دارايي و ...   پيمانكاري:   صورت هزينه، صورت وضعيت,رسيد انبار,Inventory/InventoryReceipt,0
1912,1068,0,چگونه ميتوان رسيد انبار از نوع  انتقال بين انبار  را قيمت دار نمود؟,در فرم رسيد انبار از نوع  انتقال بين انبار  امكان ورود قيمت به صورد دستي وجود ندارد، بنابراين جهت محاسبه قيمت در اين عمليات مي بايست، ابتدا براي انبار مبداء قيمت گذاري اسناد انبار انجام داده و سپس براي انبار مقصد عمليات قيمت گذاري اسناد انبار را محاسبه كرد تا به صورت اتوماتيك قيمت محاسبه شده در خروج انبار، در فرم رسيد انبار مرتبط نيز درج گردد.,رسيد انبار,Inventory/InventoryReceipt,0
1913,1150,0,چگونه ميتوان صدور سند حسابداري خودكار را براي عمليات (رسيد انبار، برگشت رسيد انبار، فاكتور خريد خدمات) غير فعال نمود؟,در منوي عمودي، از  تنظيمات  و از قسمت عمليات گزينه  تنظيمات  را انتخاب كنيد.   در صفحه باز شده، سربرگ  تامين كنندگان و انبار  را انتخاب كرده و از قسمت  صدور سند حسابداري خودكار ، گزينه هاي رسيد انبار، برگشت رسيد انبار و فاكتور خريد خدمات را غير فعال كرده در نهايت فرم را ذخيره نمائيد.,رسيد انبار,Inventory/InventoryReceipt,0
1914,2300,0,آيا سيستم به صورت اتوماتيك قادر به حذف كردن اسناد ثبت شده است؟,خير. در هيچ حالتي اسناد توسط سيستم حذف نميشوند.,رسيد انبار,Inventory/InventoryReceipt,0
1915,2315,0,چگونه مي توان بر مبناي عمليات (فاكتور خريد خدمات، فاكتور خريد، رسيد انبار) سند  اعلاميه پرداخت  صادر نمود؟,به دو روش ميتوان اعلاميه پرداخت مبنادار ثبت نمود بدين به شرح ذيل عمليات مذكور را انجام دهيد:   1- در منوي عمودي وارد سيستم  تامين كنندگان و انبار  شده و از قسمت عمليات گزينه (فاكتور خريد خدمات جديد، فاكتور خريد جديد، رسيد انبار جديد) را انتخاب نمائيد.   2- در فرم باز شده بعد از وارد كردن اطلاعات مربوط به (فاكتور خريد خدمات جديد، فاكتور خريد جديد، رسيد انبار جديد) از بالاي فرم، گزينه  ذخيره  را انتخاب نمائيد.   3- سپس از لوگوي سپيدار، گزينه  ثبت اعلاميه پرداخت  را انتخاب نمائيد.   4- در صفحه باز شده ميتوان به يكي از روش هاي (نقد، چك، حواله، كارتخوان) عمليات پرداخت را انجام داده و فرم را ذخيره نمود.  ***توجه: در صورتي كه از عمليات از قبل ثبت شده باشد ميتوان به صورت ذيل نيز عمل نمود:   در منوي عمودي وارد سيستم  تامين كنندگان و انبار  شده و از قسمت فهرست گزينه (فاكتور خريد خدمات، فاكتور خريد، رسيد انبار) را انتخاب كده و بعد از جستجوي عمليات ثبت شده بر روي عمليات كليك راست كرده  ثبت اعلاميه پرداخت  را انتخاب نمائيد.,رسيد انبار,Inventory/InventoryReceipt,0
1916,2388,0,آيا امكان ذخيره فرم هاي ذخيره شده در قالب  PDF، Excel، تصوير و ... وجود دارد؟,هنگامي كه ازفرم مورد نظر خود پيش نمايش چاپ تهيه مي كنيد، در نوار ابزار بالاي فرم گزينه اي به نام  ذخيره  وجود دارد، با انتخاب اين گزينه فهرستي از انواع فرمت هاي قابل ذخيره نمايش داده مي شود. با انتخاب هر يك پس از مشخص نمودن مسير موردنظر ذخيره فايل صورت ميگيرد.,رسيد انبار,Inventory/InventoryReceipt,0
1917,2374,0,آيا ميتوان فاكتور خريد را بر مبناي رسيد انبار صادر كرد؟,خير؛   تنها امكان صدور رسيد انبار بر مبناي فاكتور خريد وجود دارد.,رسيد انبار,Inventory/InventoryReceipt,0
1918,2444,0,چگونه ميتوان گزارشات چاپي مثل فاكتور فروش، رسيد انبار، و ... را از طريق ايميل ارسال كرد؟,پس از باز شدن پيش نمايش گزارش ،از قسمت بالا گزينه  ارسال بوسيله رايانامه  را انتخاب نمايئد.   در صفحه باز شده، تب  حساب  را انتخاب كرده و مشخصات ايميل فرستنده را به صورت ذيل تكميل نمائيد.   الف - نشاني: آدرس ايميل فرستنده   ب - نام: نام ارسال كننده (اختياري)   پ - الگو: توضيحات كلي و يا متن پيام در مورد ايميل (اختياري)   ت - Host: smtp-mail.outlook.com   ث - Port:587   ج - نام كاربري: آدرس ايميل فرستنده به صورت Username@Hotmail.com   چ - گذرواژه: رمز مربوط به ايميل فرستنده   ح -  گزينه SSL را فعال ميكنيم   سپس تب  رايانامه  را انتخاب كرده و مشخصات ايميل گيرنده را به صورت ذيل تكميل نمائيد   الف - نشاني: آدرس ايميل گيرنده به صورت Username@Host.com   ب - موضوع : موضوع رايانامه (Subject)   پ - پيام: از قسمت الگو در تب حساب كپي مي گردد.   ت - پيوست: نوع فايل را جهت ارسال انتخاب ميكند.,رسيد انبار,Inventory/InventoryReceipt,0
1919,2418,0,آيا مي توان فايل هاي (عكس، PDF، Word، و ...) را ضميمه يك فرم نمود؟,در صفحه جاري از منوي چسبيده سمت راست فرم، گزينه  اطلاعات تكميلي  را انتخاب نمائيد:   1- در سطرهاي از نوع  لينك ، در ستون  مقدار  با علامت (+) زرد رنگ، مسير فايل مورد نظر را انتخاب نموده و ضميمه فرم نمائيد.   2- علاوه بر گزينه  لينك  آيتم هاي ديگر همچون (تاريخ، رشته، عدد صحيح و عدد اعشاري) نيز در اين فرم قرار داده شده است.  ***توجه: عمليات ضميمه با نام كاربري Admin انجام مي شود. چنانچه گزينه مذكور توسط كاربر Admin تكميل شده و ذخيره گردد، دسترسي اين قسمت براي ساير كاربران را نيز ايجاد مي گردد.,رسيد انبار,Inventory/InventoryReceipt,0
1920,1864,0,در برخي مواقع، هنگام باز كردن فرم ها سربرگ و نام فرم مورد نظر در بالاي نرم افزار مشاهده ميشود، اما خود فرم نمايش داده نميشود، علت چيست؟,فرم مورد نظر  بصورت minimize در پايين صفحه نرم افزار به شكل مستطيل قابل مشاهده است، روي آن كليك كرده maximaz  را انتخاب نماييد.,رسيد انبار,Inventory/InventoryReceipt,0
1921,1887,0,چرا هنگام ثبت رسيد انبار، نوع  توليد  ديده نمي شود؟,گزينه  توليد  در فرم رسيد انبار، تنها در  بسته توليدي  سيستم سپيدار فعال مي باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1922,1898,0,چگونه ميتوان حساب معين مربوط به ماليات و عوارض ارزش افزوده را تغيير داد؟,در منوي عمودي  تنظيمات  و از قسمت  عمليات  گزينه تنظيمات را انتخاب كنيد.   در صفحه باز شده سربرگ  عمومي  را انتخاب كرده و معين هاي مربوط به قسمت ماليات بر ارزش افزوده را اصلاح و فرم را ذخيره نماييد.   سپس اسناد مربوط به هر يك از عمليات ثبت شده را حذف كرده و مجدد صاد نمائيد.  ***توجه: معين هاي پرداختني ماليات و عوارض مربوط به اسناد سيستم  مشتريان و فروش  و معين هاي پيش پرداخت مربوط به اسناد سيستم  تامين كنندگان و انبار  مي باشد.,رسيد انبار,Inventory/InventoryReceipt,0
1923,1731,0,چگونه ميتوان در فرم رسيد انبار، اطلاعات حمل هر يك از اقلام را وارد نمود؟,در رسيد انبار بر روي هر قلم ثبت شده كليك كرده و در نوار ابزار پايين فرم با گزينه  حمل  را انتخاب كرده و مبلغ حمل را وارد نمائيد.,رسيد انبار,Inventory/InventoryReceipt,0
1924,1932,0,پرداخت رسيد انبار از طريق تنخواه انجام ميشود. چگونه اين فرآيند را در سيستم ثبت كنم؟,پس از ثبت رسيد انبار، از منوي تامين كنندگان، قسمت عمليات، فرم اعلاميه بدهكار و بستانكار را باز كنيد. تاريخ و ارز را مشخص كرده و سطر اضافه نماييد. نوع بدهكار را تامين كننده انتخاب كنيد. معين سمت بستانكار و تفصيلي سند رسيد انبار را انتخاب كنيد. نوع بستانكار را ساير انتخاب كرده، كد معين بستانكار را معين مربوط به تنخواه و كد تفصيل بستانكار را تنخواه گردان را انتخاب كنيد. مبلغ را وارد كرده و فرم را ذخيره كنيد.,رسيد انبار,Inventory/InventoryReceipt,0
